Category,Item_Description,UNSPSC_Segment_Code
Management and Business Professionals and Administrative Services,Store Management Lease/Rent Bowles Fluidics Corp Real Estate Base Rent Dec-2000,80000000
Transportation and Storage and Mail Services,Auto Leasing Corporate Services Butler Manufacturing Co 2005Mar Auto Leasing and Maintenance Other Corporate Services,78000000
Building and Facility Construction and Maintenance Services,General Requirements General Contractor 2006-Apr  Dravo Corp Store Construction Final Site Clean Up,72000000
Management and Business Professionals and Administrative Services,Base Rent 2001May Store Management Douglas & Lomason Co Real Estate Lease/Rent,80000000
Building and Facility Construction and Maintenance Services,Final Site Clean Up 2013-Jul  Store Construction Ealing Corp General Contractor General Requirements,72000000
Management and Business Professionals and Administrative Services,Exxon Corp Aug 2006 Store Management Real Estate Lease/Rent Base Rent,80000000
Management and Business Professionals and Administrative Services,Base Rent Store Management Fansteel Inc 2003-May  Lease/Rent Real Estate,80000000
Management and Business Professionals and Administrative Services,Base Rent Store Management Atlantic American Corp Jul-2008 Lease/Rent Real Estate,80000000
Building and Facility Construction and Maintenance Services,Ferris Baker Watts Inc                                  /Bd Nov2000 Store Construction General Contractor General Requirements Final Site Clean Up,72000000
Building and Facility Construction and Maintenance Services,General Requirements General Contractor 2005Sep Allcity Insurance Co /Ny/ Store Construction Final Site Clean Up,72000000
Transportation and Storage and Mail Services,Auto Leasing 2018Jan Corporate Services Corning Inc /Ny Other Corporate Services Auto Leasing and Maintenance,78000000
Transportation and Storage and Mail Services,Butler Manufacturing Co Auto Leasing 2000-Feb  Auto Leasing and Maintenance Other Corporate Services Corporate Services,78000000
Transportation and Storage and Mail Services,Auto Passenger Road Transportation Repair and Maintenance 2008-Oct  Corporate Services Daly John J Other Corporate Services Auto Leasing and Maintenance,78000000
Building and Facility Construction and Maintenance Services,Final Site Clean Up Store Construction American Pad & Paper Co May 2006 General Requirements General Contractor,72000000
Transportation and Storage and Mail Services,Freight Forwarders Services Other Supply Chain Alabama Power Co Sep-2009 Transportation Services Logistics,78000000
Building and Facility Construction and Maintenance Services,Store Construction General Requirements Fairmount Chemical Co Inc General Contractor Final Site Clean Up Dec 2012,72000000
Transportation and Storage and Mail Services,Corporate Services Auto Leasing and Maintenance Corning Inc /Ny Other Corporate Services Auto Leasing May-2013,78000000
Transportation and Storage and Mail Services,Auto Leasing Corporate Services Corning Inc /Ny Feb-2015 Auto Leasing and Maintenance Other Corporate Services,78000000
Transportation and Storage and Mail Services,Travel and Entertainment Miscellaneous Company Car (Field Only) Akzo Nobel Nv Ground Transportation Miscellaneous Company Car (Field Only) 2012Mar,78000000
Management and Business Professionals and Administrative Services,Human Resources Corporate Services Benefits Retirement and Pension Funds 2007-Mar  Essex Group Inc,80000000
Transportation and Storage and Mail Services,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) Jul 2003 Chyron Corp,78000000
Management and Business Professionals and Administrative Services,Store Management Lease/Rent American Family Life Insurance Co /Wi Real Estate Base Rent Oct2008,80000000
Transportation and Storage and Mail Services,Cooper Laboratories Inc Stockholders Liquidating Trust Apr 2012 Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),78000000
Transportation and Storage and Mail Services,Fortune National Corp 2015-Jun  Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),78000000
Transportation and Storage and Mail Services,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) 2008-Jun  Daly John J,78000000
Transportation and Storage and Mail Services,2014-Oct  Butler Manufacturing Co Auto Leasing Auto Leasing and Maintenance Corporate Services Other Corporate Services,78000000
Editorial and Design and Graphic and Fine Art Services,Printed Collateral Miscellaneous Printed Materials Miscellaneous Printed Materials Bell Atlantic West Virginia Inc / Aug 2005 SMAP,82000000
Management and Business Professionals and Administrative Services,Contingent Labor/Temp Labor Corporate Services Ashland Inc 2016Jan Contingent Labor/Temp Labor Human Resources,80000000
Editorial and Design and Graphic and Fine Art Services,"Prototype and Comp Production/Packaging Design SMAP Cv Brokerage, Inc 2004Jan Artworking/Typesetting Production",82000000
Building and Facility Construction and Maintenance Services,General Contractor General Requirements Final Site Clean Up Franklin Resources Inc Sep 2000 Store Construction,72000000
Transportation and Storage and Mail Services,Corporate Services Auto Leasing and Maintenance Corning Inc /Ny Other Corporate Services Auto Leasing Apr 2011,78000000
Management and Business Professionals and Administrative Services,Human Resources Contingent Labor/Temp Labor Contingent Labor/Temp Labor Clary Corp Oct 2015 Corporate Services,80000000
Transportation and Storage and Mail Services,Corporate Services Auto Leasing Other Corporate Services Auto Leasing and Maintenance Oct 2013 Corning Inc /Ny,78000000
Transportation and Storage and Mail Services,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Fort Howard Corp Jun2014 Travel and Entertainment,78000000
Management and Business Professionals and Administrative Services,Base Rent 2006Jan Store Management Dillard Department Stores Inc Real Estate Lease/Rent,80000000
Editorial and Design and Graphic and Fine Art Services,Production Artworking/Typesetting Prototype and Comp Production/Packaging Design Champion Parts Inc 2013Oct SMAP,82000000
Building and Facility Construction and Maintenance Services,Final Site Clean Up Dec 2005 Store Construction Everest & Jennings International Ltd General Contractor General Requirements,72000000
Editorial and Design and Graphic and Fine Art Services,Post Card/Mailer SMAP Borst Investment Planning Services Inc                  /Bd 2004-Apr  Direct Mail Printed Collateral,82000000
Management and Business Professionals and Administrative Services,2015May Creative Investor Services Inc                          /Bd Contingent Labor/Temp Labor Contingent Labor/Temp Labor Corporate Services Human Resources,80000000
Management and Business Professionals and Administrative Services,Real Estate Store Management Lease/Rent Base Rent 2017Jun Barecap Inc,80000000
Management and Business Professionals and Administrative Services,Feb2011 Exotico Inc Contingent Labor/Temp Labor Contingent Labor/Temp Labor Corporate Services Human Resources,80000000
Management and Business Professionals and Administrative Services,Base Rent Store Management Anacomp Inc Nov2011 Lease/Rent Real Estate,80000000
Management and Business Professionals and Administrative Services,Contingent Labor/Temp Labor Human Resources Feb-2010 Alcan Aluminium Ltd /New Corporate Services Contingent Labor/Temp Labor,80000000
Management and Business Professionals and Administrative Services,Allied Farm Equipment Inc 1975 Qualified Stock Option Plan Sep 2019 Corporate Services Human Resources Contingent Labor/Temp Labor Contingent Labor/Temp Labor,80000000
Management and Business Professionals and Administrative Services,Store Management Base Rent Real Estate Lease/Rent 2003-Jul  Ddl Electronics Inc,80000000
Transportation and Storage and Mail Services,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Oct 2019 Brother Industries Ltd/Adr/,78000000
Transportation and Storage and Mail Services,Auto Leasing and Maintenance Other Corporate Services 2006Dec Corning Inc /Ny Corporate Services Auto Leasing,78000000
Transportation and Storage and Mail Services,May-2006 Akorn Inc Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,78000000
Editorial and Design and Graphic and Fine Art Services,2004Nov Anchor Capital Accumulation Trust Outdoor/Out of Home Media Buy - Traditional SMAP National Advertising,82000000
Editorial and Design and Graphic and Fine Art Services,May-2008 Digital Equipment Corp Magazines Media Buy - Traditional SMAP National Advertising,82000000
Management and Business Professionals and Administrative Services,Cpt Holdings Inc Sep2011 Store Management Real Estate Lease/Rent Base Rent,80000000
Transportation and Storage and Mail Services,Transportation Services Logistics Dec-2006 Alabama Power Co Supply Chain Freight Forwarders Services Other,78000000
Editorial and Design and Graphic and Fine Art Services,"Cv Brokerage, Inc Prototype and Comp Production/Packaging Design 2008-Dec  Artworking/Typesetting Production SMAP",82000000
Transportation and Storage and Mail Services,Butler Manufacturing Co Auto Leasing Oct2009 Auto Leasing and Maintenance Other Corporate Services Corporate Services,78000000
Building and Facility Construction and Maintenance Services,Final Site Clean Up Store Construction Capital Southwest Corp Mar-2017 General Requirements General Contractor,72000000
Building and Facility Construction and Maintenance Services,Flightsafety International Inc 2000Mar Facility Construction General Contractor General Requirements Final Site Clean Up,72000000
